#"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014",,,,,
#% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW),,,,,
#"% s.d., standard deviation, nan, not determined",,,,,
#% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details,,,,,
#wavelength (nm),wavenumber (1/cm),PsiS (1/m*L/g) NaCl,s.d. (1/m*L/g) NaCl,PsiS (1/m*L/g) ASW,s.d. (1/m*L/g) ASW
6648,1504.21,nan,nan,-3.16E+01,nan
6650,1503.76,nan,nan,-3.15E+01,nan
6652,1503.31,nan,nan,-3.15E+01,nan
6654,1502.86,nan,nan,-3.14E+01,nan
6656,1502.4,nan,nan,-3.13E+01,nan
6658,1501.95,nan,nan,-3.13E+01,nan
6660,1501.5,nan,nan,-3.12E+01,nan
6662,1501.05,nan,nan,-3.12E+01,nan
6664,1500.6,nan,nan,-3.11E+01,nan
6666,1500.15,nan,nan,-3.10E+01,nan
6668,1499.7,nan,nan,-3.10E+01,nan
6670,1499.25,nan,nan,-3.09E+01,nan
6672,1498.8,nan,nan,-3.09E+01,nan
6674,1498.35,nan,nan,-3.08E+01,nan
6676,1497.9,nan,nan,-3.08E+01,nan
6678,1497.45,nan,nan,-3.07E+01,nan
6680,1497.01,nan,nan,-3.07E+01,nan
6682,1496.56,nan,nan,-3.06E+01,nan
6684,1496.11,nan,nan,-3.06E+01,nan
6686,1495.66,nan,nan,-3.05E+01,nan
6688,1495.22,nan,nan,-3.05E+01,nan
6690,1494.77,nan,nan,-3.04E+01,nan
6692,1494.32,nan,nan,-3.03E+01,nan
6694,1493.88,nan,nan,-3.03E+01,nan
6696,1493.43,nan,nan,-3.02E+01,nan
6698,1492.98,nan,nan,-3.01E+01,nan
6700,1492.54,nan,nan,-3.01E+01,nan
6702,1492.09,nan,nan,-3.00E+01,nan
6704,1491.65,nan,nan,-2.99E+01,nan
6706,1491.2,nan,nan,-2.99E+01,nan
6708,1490.76,nan,nan,-2.98E+01,nan
6710,1490.31,nan,nan,-2.98E+01,nan
6712,1489.87,nan,nan,-2.97E+01,nan
6714,1489.43,nan,nan,-2.97E+01,nan
6716,1488.98,nan,nan,-2.96E+01,nan
6718,1488.54,nan,nan,-2.95E+01,nan
6720,1488.1,nan,nan,-2.95E+01,nan
6722,1487.65,nan,nan,-2.94E+01,nan
6724,1487.21,nan,nan,-2.94E+01,nan
6726,1486.77,nan,nan,-2.94E+01,nan
6728,1486.33,nan,nan,-2.93E+01,nan
6730,1485.88,nan,nan,-2.93E+01,nan
6732,1485.44,nan,nan,-2.92E+01,nan
6734,1485,nan,nan,-2.92E+01,nan
6736,1484.56,nan,nan,-2.91E+01,nan
6738,1484.12,nan,nan,-2.90E+01,nan
6740,1483.68,nan,nan,-2.90E+01,nan
6742,1483.24,nan,nan,-2.89E+01,nan
6744,1482.8,nan,nan,-2.88E+01,nan
6746,1482.36,nan,nan,-2.88E+01,nan
6748,1481.92,nan,nan,-2.87E+01,nan
6750,1481.48,nan,nan,-2.87E+01,nan
6752,1481.04,nan,nan,-2.86E+01,nan
6754,1480.6,nan,nan,-2.86E+01,nan
6756,1480.17,nan,nan,-2.85E+01,nan
6758,1479.73,nan,nan,-2.85E+01,nan
6760,1479.29,nan,nan,-2.84E+01,nan
6762,1478.85,nan,nan,-2.84E+01,nan
6764,1478.42,nan,nan,-2.83E+01,nan
6766,1477.98,nan,nan,-2.82E+01,nan
6768,1477.54,nan,nan,-2.82E+01,nan
6770,1477.1,nan,nan,-2.81E+01,nan
6772,1476.67,nan,nan,-2.81E+01,nan
6774,1476.23,nan,nan,-2.80E+01,nan
6776,1475.8,nan,nan,-2.80E+01,nan
6778,1475.36,nan,nan,-2.79E+01,nan
6780,1474.93,nan,nan,-2.78E+01,nan
6782,1474.49,nan,nan,-2.78E+01,nan
6784,1474.06,nan,nan,-2.77E+01,nan
6786,1473.62,nan,nan,-2.77E+01,nan
6788,1473.19,nan,nan,-2.76E+01,nan
6790,1472.75,nan,nan,-2.76E+01,nan
6792,1472.32,nan,nan,-2.75E+01,nan
6794,1471.89,nan,nan,-2.75E+01,nan
6796,1471.45,nan,nan,-2.74E+01,nan
6798,1471.02,nan,nan,-2.74E+01,nan
6800,1470.59,nan,nan,-2.73E+01,nan
6802,1470.16,nan,nan,-2.73E+01,nan
6804,1469.72,nan,nan,-2.72E+01,nan
6806,1469.29,nan,nan,-2.71E+01,nan
6808,1468.86,nan,nan,-2.71E+01,nan
6810,1468.43,nan,nan,-2.70E+01,nan
6812,1468,nan,nan,-2.70E+01,nan
6814,1467.57,nan,nan,-2.69E+01,nan
6816,1467.14,nan,nan,-2.69E+01,nan
6818,1466.71,nan,nan,-2.68E+01,nan
6820,1466.28,nan,nan,-2.68E+01,nan
6822,1465.85,nan,nan,-2.67E+01,nan
6824,1465.42,nan,nan,-2.66E+01,nan
6826,1464.99,nan,nan,-2.66E+01,nan
6828,1464.56,nan,nan,-2.65E+01,nan
6830,1464.13,nan,nan,-2.65E+01,nan
6832,1463.7,nan,nan,-2.64E+01,nan
6834,1463.27,nan,nan,-2.64E+01,nan
6836,1462.84,nan,nan,-2.63E+01,nan
6838,1462.42,nan,nan,-2.62E+01,nan
6840,1461.99,nan,nan,-2.62E+01,nan
6842,1461.56,nan,nan,-2.61E+01,nan
6844,1461.13,nan,nan,-2.61E+01,nan
6846,1460.71,nan,nan,-2.60E+01,nan
6848,1460.28,nan,nan,-2.60E+01,nan
6850,1459.85,nan,nan,-2.60E+01,nan
6852,1459.43,nan,nan,-2.59E+01,nan
6854,1459,nan,nan,-2.59E+01,nan
6856,1458.58,nan,nan,-2.58E+01,nan
6858,1458.15,nan,nan,-2.58E+01,nan
6860,1457.73,nan,nan,-2.57E+01,nan
6862,1457.3,nan,nan,-2.56E+01,nan
6864,1456.88,nan,nan,-2.56E+01,nan
6866,1456.45,nan,nan,-2.55E+01,nan
6868,1456.03,nan,nan,-2.55E+01,nan
6870,1455.6,nan,nan,-2.54E+01,nan
6872,1455.18,nan,nan,-2.53E+01,nan
6874,1454.76,nan,nan,-2.53E+01,nan
6876,1454.33,nan,nan,-2.52E+01,nan
6878,1453.91,nan,nan,-2.51E+01,nan
6880,1453.49,nan,nan,-2.51E+01,nan
6882,1453.07,nan,nan,-2.50E+01,nan
6884,1452.64,nan,nan,-2.50E+01,nan
6886,1452.22,nan,nan,-2.49E+01,nan
6888,1451.8,nan,nan,-2.49E+01,nan
6890,1451.38,nan,nan,-2.48E+01,nan
6892,1450.96,nan,nan,-2.48E+01,nan
6894,1450.54,nan,nan,-2.47E+01,nan
6896,1450.12,nan,nan,-2.47E+01,nan
6898,1449.7,nan,nan,-2.46E+01,nan
6900,1449.28,nan,nan,-2.46E+01,nan
6902,1448.86,nan,nan,-2.45E+01,nan
6904,1448.44,nan,nan,-2.45E+01,nan
6906,1448.02,nan,nan,-2.44E+01,nan
6908,1447.6,nan,nan,-2.44E+01,nan
6910,1447.18,nan,nan,-2.43E+01,nan
6912,1446.76,nan,nan,-2.43E+01,nan
6914,1446.34,nan,nan,-2.42E+01,nan
6916,1445.92,nan,nan,-2.42E+01,nan
6918,1445.5,nan,nan,-2.41E+01,nan
6920,1445.09,nan,nan,-2.41E+01,nan
6922,1444.67,nan,nan,-2.41E+01,nan
6924,1444.25,nan,nan,-2.40E+01,nan
6926,1443.83,nan,nan,-2.40E+01,nan
6928,1443.42,nan,nan,-2.39E+01,nan
6930,1443,nan,nan,-2.39E+01,nan
6932,1442.59,nan,nan,-2.38E+01,nan
6934,1442.17,nan,nan,-2.38E+01,nan
6936,1441.75,nan,nan,-2.37E+01,nan
6938,1441.34,nan,nan,-2.37E+01,nan
6940,1440.92,nan,nan,-2.36E+01,nan
6942,1440.51,nan,nan,-2.36E+01,nan
6944,1440.09,nan,nan,-2.35E+01,nan
6946,1439.68,nan,nan,-2.35E+01,nan
6948,1439.26,nan,nan,-2.34E+01,nan
6950,1438.85,nan,nan,-2.34E+01,nan
6952,1438.43,nan,nan,-2.33E+01,nan
6954,1438.02,nan,nan,-2.33E+01,nan
6956,1437.61,nan,nan,-2.33E+01,nan
6958,1437.19,nan,nan,-2.32E+01,nan
6960,1436.78,nan,nan,-2.32E+01,nan
6962,1436.37,nan,nan,-2.31E+01,nan
6964,1435.96,nan,nan,-2.31E+01,nan
6966,1435.54,nan,nan,-2.30E+01,nan
6968,1435.13,nan,nan,-2.30E+01,nan
6970,1434.72,nan,nan,-2.29E+01,nan
6972,1434.31,nan,nan,-2.29E+01,nan
6974,1433.9,nan,nan,-2.28E+01,nan
6976,1433.49,nan,nan,-2.27E+01,nan
6978,1433.08,nan,nan,-2.27E+01,nan
6980,1432.66,nan,nan,-2.26E+01,nan
6982,1432.25,nan,nan,-2.26E+01,nan
6984,1431.84,nan,nan,-2.25E+01,nan
6986,1431.43,nan,nan,-2.25E+01,nan
6988,1431.02,nan,nan,-2.24E+01,nan
6990,1430.62,nan,nan,-2.24E+01,nan
6992,1430.21,nan,nan,-2.23E+01,nan
6994,1429.8,nan,nan,-2.23E+01,nan
6996,1429.39,nan,nan,-2.22E+01,nan
6998,1428.98,nan,nan,-2.22E+01,nan
7000,1428.57,nan,nan,-2.21E+01,nan
7002,1428.16,nan,nan,-2.21E+01,nan
7004,1427.76,nan,nan,-2.20E+01,nan
7006,1427.35,nan,nan,-2.20E+01,nan
7008,1426.94,nan,nan,-2.19E+01,nan
7010,1426.53,nan,nan,-2.19E+01,nan
7012,1426.13,nan,nan,-2.18E+01,nan
7014,1425.72,nan,nan,-2.18E+01,nan
7016,1425.31,nan,nan,-2.17E+01,nan
7018,1424.91,nan,nan,-2.17E+01,nan
7020,1424.5,nan,nan,-2.16E+01,nan
7022,1424.1,nan,nan,-2.16E+01,nan
7024,1423.69,nan,nan,-2.15E+01,nan
7026,1423.28,nan,nan,-2.15E+01,nan
7028,1422.88,nan,nan,-2.14E+01,nan
7030,1422.48,nan,nan,-2.14E+01,nan
7032,1422.07,nan,nan,-2.13E+01,nan
7034,1421.67,nan,nan,-2.13E+01,nan
7036,1421.26,nan,nan,-2.12E+01,nan
7038,1420.86,nan,nan,-2.12E+01,nan
7040,1420.45,nan,nan,-2.11E+01,nan
7042,1420.05,nan,nan,-2.11E+01,nan
7044,1419.65,nan,nan,-2.10E+01,nan
7046,1419.24,nan,nan,-2.10E+01,nan
7048,1418.84,nan,nan,-2.09E+01,nan
7050,1418.44,nan,nan,-2.09E+01,nan
7052,1418.04,nan,nan,-2.08E+01,nan
7054,1417.64,nan,nan,-2.08E+01,nan
7056,1417.23,nan,nan,-2.07E+01,nan
7058,1416.83,nan,nan,-2.07E+01,nan
7060,1416.43,nan,nan,-2.06E+01,nan
7062,1416.03,nan,nan,-2.06E+01,nan
7064,1415.63,nan,nan,-2.05E+01,nan
7066,1415.23,nan,nan,-2.05E+01,nan
7068,1414.83,nan,nan,-2.04E+01,nan
7070,1414.43,nan,nan,-2.04E+01,nan
7072,1414.03,nan,nan,-2.03E+01,nan
7074,1413.63,nan,nan,-2.03E+01,nan
7076,1413.23,nan,nan,-2.02E+01,nan
7078,1412.83,nan,nan,-2.02E+01,nan
7080,1412.43,nan,nan,-2.01E+01,nan
7082,1412.03,nan,nan,-2.01E+01,nan
7084,1411.63,nan,nan,-2.00E+01,nan
7086,1411.23,nan,nan,-2.00E+01,nan
7088,1410.84,nan,nan,-1.99E+01,nan
7090,1410.44,nan,nan,-1.99E+01,nan
7092,1410.04,nan,nan,-1.98E+01,nan
7094,1409.64,nan,nan,-1.98E+01,nan
7096,1409.24,nan,nan,-1.97E+01,nan
7098,1408.85,nan,nan,-1.97E+01,nan
7100,1408.45,nan,nan,-1.96E+01,nan
7102,1408.05,nan,nan,-1.96E+01,nan
7104,1407.66,nan,nan,-1.96E+01,nan
7106,1407.26,nan,nan,-1.95E+01,nan
7108,1406.87,nan,nan,-1.95E+01,nan
7110,1406.47,nan,nan,-1.94E+01,nan
7112,1406.07,nan,nan,-1.94E+01,nan
7114,1405.68,nan,nan,-1.94E+01,nan
7116,1405.28,nan,nan,-1.93E+01,nan
7118,1404.89,nan,nan,-1.93E+01,nan
7120,1404.49,nan,nan,-1.92E+01,nan
7122,1404.1,nan,nan,-1.92E+01,nan
7124,1403.71,nan,nan,-1.92E+01,nan
7126,1403.31,nan,nan,-1.91E+01,nan
7128,1402.92,nan,nan,-1.91E+01,nan
7130,1402.52,nan,nan,-1.90E+01,nan
7132,1402.13,nan,nan,-1.90E+01,nan
7134,1401.74,nan,nan,-1.90E+01,nan
7136,1401.35,nan,nan,-1.89E+01,nan
7138,1400.95,nan,nan,-1.89E+01,nan
7140,1400.56,nan,nan,-1.88E+01,nan
7142,1400.17,nan,nan,-1.88E+01,nan
7144,1399.78,nan,nan,-1.88E+01,nan
7146,1399.38,nan,nan,-1.87E+01,nan
7148,1398.99,nan,nan,-1.87E+01,nan
7150,1398.6,nan,nan,-1.87E+01,nan
7152,1398.21,nan,nan,-1.86E+01,nan
7154,1397.82,nan,nan,-1.86E+01,nan
7156,1397.43,nan,nan,-1.86E+01,nan
7158,1397.04,nan,nan,-1.85E+01,nan
7160,1396.65,nan,nan,-1.85E+01,nan
7162,1396.26,nan,nan,-1.85E+01,nan
7164,1395.87,nan,nan,-1.84E+01,nan
7166,1395.48,nan,nan,-1.84E+01,nan
7168,1395.09,nan,nan,-1.84E+01,nan
7170,1394.7,nan,nan,-1.83E+01,nan
7172,1394.31,nan,nan,-1.83E+01,nan
7174,1393.92,nan,nan,-1.83E+01,nan
7176,1393.53,nan,nan,-1.82E+01,nan
7178,1393.15,nan,nan,-1.82E+01,nan
7180,1392.76,nan,nan,-1.81E+01,nan
7182,1392.37,nan,nan,-1.81E+01,nan
7184,1391.98,nan,nan,-1.81E+01,nan
7186,1391.59,nan,nan,-1.80E+01,nan
7188,1391.21,nan,nan,-1.80E+01,nan
7190,1390.82,nan,nan,-1.79E+01,nan
7192,1390.43,nan,nan,-1.79E+01,nan
7194,1390.05,nan,nan,-1.79E+01,nan
7196,1389.66,nan,nan,-1.78E+01,nan
7198,1389.27,nan,nan,-1.78E+01,nan
7200,1388.89,nan,nan,-1.78E+01,nan
7202,1388.5,nan,nan,-1.77E+01,nan
7204,1388.12,nan,nan,-1.77E+01,nan
7206,1387.73,nan,nan,-1.77E+01,nan
7208,1387.35,nan,nan,-1.76E+01,nan
7210,1386.96,nan,nan,-1.76E+01,nan
7212,1386.58,nan,nan,-1.75E+01,nan
7214,1386.19,nan,nan,-1.75E+01,nan
7216,1385.81,nan,nan,-1.75E+01,nan
7218,1385.43,nan,nan,-1.74E+01,nan
7220,1385.04,nan,nan,-1.74E+01,nan
7222,1384.66,nan,nan,-1.73E+01,nan
7224,1384.27,nan,nan,-1.73E+01,nan
7226,1383.89,nan,nan,-1.73E+01,nan
7228,1383.51,nan,nan,-1.72E+01,nan
7230,1383.13,nan,nan,-1.72E+01,nan
7232,1382.74,nan,nan,-1.71E+01,nan
7234,1382.36,nan,nan,-1.71E+01,nan
7236,1381.98,nan,nan,-1.71E+01,nan
7238,1381.6,nan,nan,-1.70E+01,nan
7240,1381.22,nan,nan,-1.70E+01,nan
7242,1380.83,nan,nan,-1.70E+01,nan
7244,1380.45,nan,nan,-1.70E+01,nan
7246,1380.07,nan,nan,-1.69E+01,nan
7248,1379.69,nan,nan,-1.69E+01,nan
7250,1379.31,nan,nan,-1.68E+01,nan
7252,1378.93,nan,nan,-1.68E+01,nan
7254,1378.55,nan,nan,-1.68E+01,nan
7256,1378.17,nan,nan,-1.67E+01,nan
7258,1377.79,nan,nan,-1.67E+01,nan
7260,1377.41,nan,nan,-1.66E+01,nan
7262,1377.03,nan,nan,-1.66E+01,nan
7264,1376.65,nan,nan,-1.66E+01,nan
7266,1376.27,nan,nan,-1.65E+01,nan
7268,1375.89,nan,nan,-1.65E+01,nan
7270,1375.52,nan,nan,-1.65E+01,nan
7272,1375.14,nan,nan,-1.64E+01,nan
7274,1374.76,nan,nan,-1.64E+01,nan
7276,1374.38,nan,nan,-1.64E+01,nan
7278,1374,nan,nan,-1.63E+01,nan
7280,1373.63,nan,nan,-1.63E+01,nan
7282,1373.25,nan,nan,-1.63E+01,nan
7284,1372.87,nan,nan,-1.62E+01,nan
7286,1372.5,nan,nan,-1.62E+01,nan
7288,1372.12,nan,nan,-1.61E+01,nan
7290,1371.74,nan,nan,-1.61E+01,nan
7292,1371.37,nan,nan,-1.61E+01,nan
7294,1370.99,nan,nan,-1.60E+01,nan
7296,1370.61,nan,nan,-1.60E+01,nan
7298,1370.24,nan,nan,-1.59E+01,nan
7300,1369.86,nan,nan,-1.59E+01,nan
7302,1369.49,nan,nan,-1.59E+01,nan
7304,1369.11,nan,nan,-1.58E+01,nan
7306,1368.74,nan,nan,-1.58E+01,nan
7308,1368.36,nan,nan,-1.58E+01,nan
7310,1367.99,nan,nan,-1.57E+01,nan
7312,1367.61,nan,nan,-1.57E+01,nan
7314,1367.24,nan,nan,-1.57E+01,nan
7316,1366.87,nan,nan,-1.56E+01,nan
7318,1366.49,nan,nan,-1.56E+01,nan
7320,1366.12,nan,nan,-1.56E+01,nan
7322,1365.75,nan,nan,-1.55E+01,nan
7324,1365.37,nan,nan,-1.55E+01,nan
7326,1365,nan,nan,-1.54E+01,nan
7328,1364.63,nan,nan,-1.54E+01,nan
7330,1364.26,nan,nan,-1.53E+01,nan
7332,1363.88,nan,nan,-1.53E+01,nan
7334,1363.51,nan,nan,-1.53E+01,nan
7336,1363.14,nan,nan,-1.52E+01,nan
7338,1362.77,nan,nan,-1.52E+01,nan
7340,1362.4,nan,nan,-1.51E+01,nan
7342,1362.03,nan,nan,-1.51E+01,nan
7344,1361.66,nan,nan,-1.51E+01,nan
7346,1361.29,nan,nan,-1.50E+01,nan
7348,1360.91,nan,nan,-1.50E+01,nan
7350,1360.54,nan,nan,-1.50E+01,nan
7352,1360.17,nan,nan,-1.49E+01,nan
7354,1359.8,nan,nan,-1.49E+01,nan
7356,1359.43,nan,nan,-1.49E+01,nan
7358,1359.06,nan,nan,-1.48E+01,nan
7360,1358.7,nan,nan,-1.48E+01,nan
7362,1358.33,nan,nan,-1.48E+01,nan
7364,1357.96,nan,nan,-1.47E+01,nan
7366,1357.59,nan,nan,-1.47E+01,nan
7368,1357.22,nan,nan,-1.47E+01,nan
7370,1356.85,nan,nan,-1.46E+01,nan
7372,1356.48,nan,nan,-1.46E+01,nan
7374,1356.12,nan,nan,-1.46E+01,nan
7376,1355.75,nan,nan,-1.45E+01,nan
7378,1355.38,nan,nan,-1.45E+01,nan
7380,1355.01,nan,nan,-1.45E+01,nan
7382,1354.65,nan,nan,-1.44E+01,nan
7384,1354.28,nan,nan,-1.44E+01,nan
7386,1353.91,nan,nan,-1.43E+01,nan
7388,1353.55,nan,nan,-1.43E+01,nan
7390,1353.18,nan,nan,-1.43E+01,nan
7392,1352.81,nan,nan,-1.42E+01,nan
7394,1352.45,nan,nan,-1.42E+01,nan
7396,1352.08,nan,nan,-1.42E+01,nan
7398,1351.72,nan,nan,-1.41E+01,nan
7400,1351.35,nan,nan,-1.41E+01,nan
7402,1350.99,nan,nan,-1.41E+01,nan
7404,1350.62,nan,nan,-1.40E+01,nan
7406,1350.26,nan,nan,-1.40E+01,nan
7408,1349.89,nan,nan,-1.40E+01,nan
7410,1349.53,nan,nan,-1.39E+01,nan
7412,1349.16,nan,nan,-1.39E+01,nan
7414,1348.8,nan,nan,-1.39E+01,nan
7416,1348.44,nan,nan,-1.38E+01,nan
7418,1348.07,nan,nan,-1.38E+01,nan
7420,1347.71,nan,nan,-1.38E+01,nan
7422,1347.35,nan,nan,-1.37E+01,nan
7424,1346.98,nan,nan,-1.37E+01,nan
7426,1346.62,nan,nan,-1.36E+01,nan
7428,1346.26,nan,nan,-1.36E+01,nan
7430,1345.9,nan,nan,-1.36E+01,nan
7432,1345.53,nan,nan,-1.35E+01,nan
7434,1345.17,nan,nan,-1.35E+01,nan
7436,1344.81,nan,nan,-1.35E+01,nan
7438,1344.45,nan,nan,-1.34E+01,nan
7440,1344.09,nan,nan,-1.34E+01,nan
7442,1343.72,nan,nan,-1.33E+01,nan
7444,1343.36,nan,nan,-1.33E+01,nan
7446,1343,nan,nan,-1.33E+01,nan
7448,1342.64,nan,nan,-1.33E+01,nan
7450,1342.28,nan,nan,-1.32E+01,nan
7452,1341.92,nan,nan,-1.32E+01,nan
7454,1341.56,nan,nan,-1.32E+01,nan
7456,1341.2,nan,nan,-1.31E+01,nan
7458,1340.84,nan,nan,-1.31E+01,nan
7460,1340.48,nan,nan,-1.31E+01,nan
7462,1340.12,nan,nan,-1.31E+01,nan
7464,1339.76,nan,nan,-1.30E+01,nan
7466,1339.41,nan,nan,-1.30E+01,nan
7468,1339.05,nan,nan,-1.30E+01,nan
7470,1338.69,nan,nan,-1.30E+01,nan
7472,1338.33,nan,nan,-1.29E+01,nan
7474,1337.97,nan,nan,-1.29E+01,nan
7476,1337.61,nan,nan,-1.29E+01,nan
7478,1337.26,nan,nan,-1.28E+01,nan
7480,1336.9,nan,nan,-1.28E+01,nan
7482,1336.54,nan,nan,-1.27E+01,nan
7484,1336.18,nan,nan,-1.27E+01,nan
7486,1335.83,nan,nan,-1.27E+01,nan
7488,1335.47,nan,nan,-1.26E+01,nan
7490,1335.11,nan,nan,-1.26E+01,nan
7492,1334.76,nan,nan,-1.26E+01,nan
7494,1334.4,nan,nan,-1.25E+01,nan
7496,1334.04,nan,nan,-1.25E+01,nan
7498,1333.69,nan,nan,-1.25E+01,nan
7500,1333.33,nan,nan,-1.24E+01,nan
7502,1332.98,nan,nan,-1.24E+01,nan
7504,1332.62,nan,nan,-1.23E+01,nan
7506,1332.27,nan,nan,-1.23E+01,nan
7508,1331.91,nan,nan,-1.23E+01,nan
7510,1331.56,nan,nan,-1.22E+01,nan
7512,1331.2,nan,nan,-1.22E+01,nan
7514,1330.85,nan,nan,-1.21E+01,nan
7516,1330.49,nan,nan,-1.21E+01,nan
7518,1330.14,nan,nan,-1.20E+01,nan
7520,1329.79,nan,nan,-1.20E+01,nan
7522,1329.43,nan,nan,-1.19E+01,nan
7524,1329.08,nan,nan,-1.19E+01,nan
7526,1328.73,nan,nan,-1.19E+01,nan
7528,1328.37,nan,nan,-1.18E+01,nan
7530,1328.02,nan,nan,-1.18E+01,nan
7532,1327.67,nan,nan,-1.17E+01,nan
7534,1327.32,nan,nan,-1.17E+01,nan
7536,1326.96,nan,nan,-1.17E+01,nan
7538,1326.61,nan,nan,-1.17E+01,nan
7540,1326.26,nan,nan,-1.16E+01,nan
7542,1325.91,nan,nan,-1.16E+01,nan
7544,1325.56,nan,nan,-1.16E+01,nan
7546,1325.21,nan,nan,-1.15E+01,nan
7548,1324.85,nan,nan,-1.15E+01,nan
7550,1324.5,nan,nan,-1.15E+01,nan
7552,1324.15,nan,nan,-1.14E+01,nan
7554,1323.8,nan,nan,-1.14E+01,nan
7556,1323.45,nan,nan,-1.13E+01,nan
7558,1323.1,nan,nan,-1.13E+01,nan
7560,1322.75,nan,nan,-1.13E+01,nan
7562,1322.4,nan,nan,-1.12E+01,nan
7564,1322.05,nan,nan,-1.12E+01,nan
7566,1321.7,nan,nan,-1.11E+01,nan
7568,1321.35,nan,nan,-1.11E+01,nan
7570,1321,nan,nan,-1.11E+01,nan
7572,1320.66,nan,nan,-1.10E+01,nan
7574,1320.31,nan,nan,-1.10E+01,nan
7576,1319.96,nan,nan,-1.10E+01,nan
7578,1319.61,nan,nan,-1.09E+01,nan
7580,1319.26,nan,nan,-1.09E+01,nan
7582,1318.91,nan,nan,-1.09E+01,nan
7584,1318.57,nan,nan,-1.08E+01,nan
7586,1318.22,nan,nan,-1.08E+01,nan
7588,1317.87,nan,nan,-1.08E+01,nan
7590,1317.52,nan,nan,-1.07E+01,nan
7592,1317.18,nan,nan,-1.07E+01,nan
7594,1316.83,nan,nan,-1.07E+01,nan
7596,1316.48,nan,nan,-1.06E+01,nan
7598,1316.14,nan,nan,-1.06E+01,nan
7600,1315.79,nan,nan,-1.06E+01,nan
7602,1315.44,nan,nan,-1.05E+01,nan
7604,1315.1,nan,nan,-1.05E+01,nan
7606,1314.75,nan,nan,-1.05E+01,nan
7608,1314.41,nan,nan,-1.04E+01,nan
7610,1314.06,nan,nan,-1.04E+01,nan
7612,1313.72,nan,nan,-1.04E+01,nan
7614,1313.37,nan,nan,-1.03E+01,nan
7616,1313.03,nan,nan,-1.03E+01,nan
7618,1312.68,nan,nan,-1.03E+01,nan
7620,1312.34,nan,nan,-1.03E+01,nan
7622,1311.99,nan,nan,-1.02E+01,nan
7624,1311.65,nan,nan,-1.02E+01,nan
7626,1311.3,nan,nan,-1.02E+01,nan
7628,1310.96,nan,nan,-1.01E+01,nan
7630,1310.62,nan,nan,-1.01E+01,nan
7632,1310.27,nan,nan,-1.01E+01,nan
7634,1309.93,nan,nan,-1.00E+01,nan
7636,1309.59,nan,nan,-1.00E+01,nan
7638,1309.24,nan,nan,-9.98E+00,nan
7640,1308.9,nan,nan,-9.96E+00,nan
7642,1308.56,nan,nan,-9.93E+00,nan
7644,1308.22,nan,nan,-9.91E+00,nan
7646,1307.87,nan,nan,-9.88E+00,nan
7648,1307.53,nan,nan,-9.86E+00,nan
7650,1307.19,nan,nan,-9.83E+00,nan
7652,1306.85,nan,nan,-9.80E+00,nan
7654,1306.51,nan,nan,-9.77E+00,nan
7656,1306.17,nan,nan,-9.75E+00,nan
7658,1305.82,nan,nan,-9.72E+00,nan
7660,1305.48,nan,nan,-9.69E+00,nan
7662,1305.14,nan,nan,-9.66E+00,nan
7664,1304.8,nan,nan,-9.63E+00,nan
7666,1304.46,nan,nan,-9.59E+00,nan
7668,1304.12,nan,nan,-9.56E+00,nan
7670,1303.78,nan,nan,-9.53E+00,nan
7672,1303.44,nan,nan,-9.50E+00,nan
7674,1303.1,nan,nan,-9.47E+00,nan
7676,1302.76,nan,nan,-9.44E+00,nan
7678,1302.42,nan,nan,-9.41E+00,nan
7680,1302.08,nan,nan,-9.38E+00,nan
7682,1301.74,nan,nan,-9.36E+00,nan
7684,1301.41,nan,nan,-9.33E+00,nan
7686,1301.07,nan,nan,-9.30E+00,nan
7688,1300.73,nan,nan,-9.27E+00,nan
7690,1300.39,nan,nan,-9.24E+00,nan
7692,1300.05,nan,nan,-9.21E+00,nan
7694,1299.71,nan,nan,-9.18E+00,nan
7696,1299.38,nan,nan,-9.15E+00,nan
7698,1299.04,nan,nan,-9.12E+00,nan
7700,1298.7,nan,nan,-9.09E+00,nan
7702,1298.36,nan,nan,-9.06E+00,nan
7704,1298.03,nan,nan,-9.03E+00,nan
7706,1297.69,nan,nan,-9.01E+00,nan
7708,1297.35,nan,nan,-8.98E+00,nan
7710,1297.02,nan,nan,-8.95E+00,nan
7712,1296.68,nan,nan,-8.92E+00,nan
7714,1296.34,nan,nan,-8.90E+00,nan
7716,1296.01,nan,nan,-8.87E+00,nan
7718,1295.67,nan,nan,-8.85E+00,nan
7720,1295.34,nan,nan,-8.82E+00,nan
7722,1295,nan,nan,-8.79E+00,nan
7724,1294.67,nan,nan,-8.77E+00,nan
7726,1294.33,nan,nan,-8.74E+00,nan
7728,1294,nan,nan,-8.71E+00,nan
7730,1293.66,nan,nan,-8.68E+00,nan
7732,1293.33,nan,nan,-8.65E+00,nan
7734,1292.99,nan,nan,-8.62E+00,nan
7736,1292.66,nan,nan,-8.59E+00,nan
7738,1292.32,nan,nan,-8.56E+00,nan
7740,1291.99,nan,nan,-8.53E+00,nan
7742,1291.66,nan,nan,-8.50E+00,nan
