#"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014",,,,,
#% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW),,,,,
#"% s.d., standard deviation, nan, not determined",,,,,
#% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details,,,,,
#wavelength (nm),wavenumber (1/cm),PsiS (1/m*L/g) NaCl,s.d. (1/m*L/g) NaCl,PsiS (1/m*L/g) ASW,s.d. (1/m*L/g) ASW
7744,1291.32,nan,nan,-8.47E+00,nan
7746,1290.99,nan,nan,-8.44E+00,nan
7748,1290.66,nan,nan,-8.41E+00,nan
7750,1290.32,nan,nan,-8.38E+00,nan
7752,1289.99,nan,nan,-8.35E+00,nan
7754,1289.66,nan,nan,-8.32E+00,nan
7756,1289.32,nan,nan,-8.29E+00,nan
7758,1288.99,nan,nan,-8.26E+00,nan
7760,1288.66,nan,nan,-8.24E+00,nan
7762,1288.33,nan,nan,-8.21E+00,nan
7764,1288,nan,nan,-8.18E+00,nan
7766,1287.66,nan,nan,-8.16E+00,nan
7768,1287.33,nan,nan,-8.13E+00,nan
7770,1287,nan,nan,-8.10E+00,nan
7772,1286.67,nan,nan,-8.07E+00,nan
7774,1286.34,nan,nan,-8.05E+00,nan
7776,1286.01,nan,nan,-8.03E+00,nan
7778,1285.68,nan,nan,-8.00E+00,nan
7780,1285.35,nan,nan,-7.97E+00,nan
7782,1285.02,nan,nan,-7.95E+00,nan
7784,1284.69,nan,nan,-7.93E+00,nan
7786,1284.36,nan,nan,-7.90E+00,nan
7788,1284.03,nan,nan,-7.87E+00,nan
7790,1283.7,nan,nan,-7.85E+00,nan
7792,1283.37,nan,nan,-7.82E+00,nan
7794,1283.04,nan,nan,-7.80E+00,nan
7796,1282.71,nan,nan,-7.77E+00,nan
7798,1282.38,nan,nan,-7.74E+00,nan
7800,1282.05,nan,nan,-7.71E+00,nan
7802,1281.72,nan,nan,-7.69E+00,nan
7804,1281.39,nan,nan,-7.66E+00,nan
7806,1281.07,nan,nan,-7.63E+00,nan
7808,1280.74,nan,nan,-7.61E+00,nan
7810,1280.41,nan,nan,-7.58E+00,nan
7812,1280.08,nan,nan,-7.55E+00,nan
7814,1279.75,nan,nan,-7.53E+00,nan
7816,1279.43,nan,nan,-7.50E+00,nan
7818,1279.1,nan,nan,-7.47E+00,nan
7820,1278.77,nan,nan,-7.44E+00,nan
7822,1278.45,nan,nan,-7.41E+00,nan
7824,1278.12,nan,nan,-7.38E+00,nan
7826,1277.79,nan,nan,-7.36E+00,nan
7828,1277.47,nan,nan,-7.33E+00,nan
7830,1277.14,nan,nan,-7.30E+00,nan
7832,1276.81,nan,nan,-7.27E+00,nan
7834,1276.49,nan,nan,-7.25E+00,nan
7836,1276.16,nan,nan,-7.22E+00,nan
7838,1275.84,nan,nan,-7.19E+00,nan
7840,1275.51,nan,nan,-7.17E+00,nan
7842,1275.18,nan,nan,-7.14E+00,nan
7844,1274.86,nan,nan,-7.11E+00,nan
7846,1274.53,nan,nan,-7.08E+00,nan
7848,1274.21,nan,nan,-7.06E+00,nan
7850,1273.89,nan,nan,-7.03E+00,nan
7852,1273.56,nan,nan,-7.00E+00,nan
7854,1273.24,nan,nan,-6.97E+00,nan
7856,1272.91,nan,nan,-6.94E+00,nan
7858,1272.59,nan,nan,-6.91E+00,nan
7860,1272.26,nan,nan,-6.89E+00,nan
7862,1271.94,nan,nan,-6.87E+00,nan
7864,1271.62,nan,nan,-6.84E+00,nan
7866,1271.29,nan,nan,-6.82E+00,nan
7868,1270.97,nan,nan,-6.80E+00,nan
7870,1270.65,nan,nan,-6.79E+00,nan
7872,1270.33,nan,nan,-6.76E+00,nan
7874,1270,nan,nan,-6.74E+00,nan
7876,1269.68,nan,nan,-6.72E+00,nan
7878,1269.36,nan,nan,-6.70E+00,nan
7880,1269.04,nan,nan,-6.67E+00,nan
7882,1268.71,nan,nan,-6.65E+00,nan
7884,1268.39,nan,nan,-6.62E+00,nan
7886,1268.07,nan,nan,-6.60E+00,nan
7888,1267.75,nan,nan,-6.57E+00,nan
7890,1267.43,nan,nan,-6.54E+00,nan
7892,1267.11,nan,nan,-6.51E+00,nan
7894,1266.78,nan,nan,-6.48E+00,nan
7896,1266.46,nan,nan,-6.45E+00,nan
7898,1266.14,nan,nan,-6.42E+00,nan
7900,1265.82,nan,nan,-6.39E+00,nan
7902,1265.5,nan,nan,-6.36E+00,nan
7904,1265.18,nan,nan,-6.33E+00,nan
7906,1264.86,nan,nan,-6.30E+00,nan
7908,1264.54,nan,nan,-6.28E+00,nan
7910,1264.22,nan,nan,-6.25E+00,nan
7912,1263.9,nan,nan,-6.22E+00,nan
7914,1263.58,nan,nan,-6.20E+00,nan
7916,1263.26,nan,nan,-6.17E+00,nan
7918,1262.95,nan,nan,-6.15E+00,nan
7920,1262.63,nan,nan,-6.13E+00,nan
7922,1262.31,nan,nan,-6.11E+00,nan
7924,1261.99,nan,nan,-6.09E+00,nan
7926,1261.67,nan,nan,-6.08E+00,nan
7928,1261.35,nan,nan,-6.06E+00,nan
7930,1261.03,nan,nan,-6.05E+00,nan
7932,1260.72,nan,nan,-6.03E+00,nan
7934,1260.4,nan,nan,-6.01E+00,nan
7936,1260.08,nan,nan,-5.99E+00,nan
7938,1259.76,nan,nan,-5.98E+00,nan
7940,1259.45,nan,nan,-5.96E+00,nan
7942,1259.13,nan,nan,-5.94E+00,nan
7944,1258.81,nan,nan,-5.92E+00,nan
7946,1258.49,nan,nan,-5.90E+00,nan
7948,1258.18,nan,nan,-5.88E+00,nan
7950,1257.86,nan,nan,-5.86E+00,nan
7952,1257.55,nan,nan,-5.83E+00,nan
7954,1257.23,nan,nan,-5.81E+00,nan
7956,1256.91,nan,nan,-5.80E+00,nan
7958,1256.6,nan,nan,-5.78E+00,nan
7960,1256.28,nan,nan,-5.76E+00,nan
7962,1255.97,nan,nan,-5.74E+00,nan
7964,1255.65,nan,nan,-5.73E+00,nan
7966,1255.34,nan,nan,-5.71E+00,nan
7968,1255.02,nan,nan,-5.70E+00,nan
7970,1254.71,nan,nan,-5.68E+00,nan
7972,1254.39,nan,nan,-5.67E+00,nan
7974,1254.08,nan,nan,-5.65E+00,nan
7976,1253.76,nan,nan,-5.64E+00,nan
7978,1253.45,nan,nan,-5.62E+00,nan
7980,1253.13,nan,nan,-5.61E+00,nan
7982,1252.82,nan,nan,-5.59E+00,nan
7984,1252.51,nan,nan,-5.58E+00,nan
7986,1252.19,nan,nan,-5.56E+00,nan
7988,1251.88,nan,nan,-5.55E+00,nan
7990,1251.56,nan,nan,-5.53E+00,nan
7992,1251.25,nan,nan,-5.52E+00,nan
7994,1250.94,nan,nan,-5.50E+00,nan
7996,1250.63,nan,nan,-5.48E+00,nan
7998,1250.31,nan,nan,-5.46E+00,nan
8000,1250,nan,nan,-5.44E+00,nan
8002,1249.69,nan,nan,-5.42E+00,nan
8004,1249.38,nan,nan,-5.41E+00,nan
8006,1249.06,nan,nan,-5.39E+00,nan
8008,1248.75,nan,nan,-5.37E+00,nan
8010,1248.44,nan,nan,-5.35E+00,nan
8012,1248.13,nan,nan,-5.34E+00,nan
8014,1247.82,nan,nan,-5.32E+00,nan
8016,1247.5,nan,nan,-5.30E+00,nan
8018,1247.19,nan,nan,-5.28E+00,nan
8020,1246.88,nan,nan,-5.26E+00,nan
8022,1246.57,nan,nan,-5.24E+00,nan
8024,1246.26,nan,nan,-5.22E+00,nan
8026,1245.95,nan,nan,-5.20E+00,nan
8028,1245.64,nan,nan,-5.18E+00,nan
8030,1245.33,nan,nan,-5.16E+00,nan
8032,1245.02,nan,nan,-5.15E+00,nan
8034,1244.71,nan,nan,-5.13E+00,nan
8036,1244.4,nan,nan,-5.11E+00,nan
8038,1244.09,nan,nan,-5.09E+00,nan
8040,1243.78,nan,nan,-5.07E+00,nan
8042,1243.47,nan,nan,-5.06E+00,nan
8044,1243.16,nan,nan,-5.04E+00,nan
8046,1242.85,nan,nan,-5.03E+00,nan
8048,1242.54,nan,nan,-5.01E+00,nan
8050,1242.24,nan,nan,-5.00E+00,nan
8052,1241.93,nan,nan,-4.99E+00,nan
8054,1241.62,nan,nan,-4.97E+00,nan
8056,1241.31,nan,nan,-4.96E+00,nan
8058,1241,nan,nan,-4.94E+00,nan
8060,1240.69,nan,nan,-4.93E+00,nan
8062,1240.39,nan,nan,-4.91E+00,nan
8064,1240.08,nan,nan,-4.89E+00,nan
8066,1239.77,nan,nan,-4.87E+00,nan
8068,1239.46,nan,nan,-4.86E+00,nan
8070,1239.16,nan,nan,-4.84E+00,nan
8072,1238.85,nan,nan,-4.82E+00,nan
8074,1238.54,nan,nan,-4.81E+00,nan
8076,1238.24,nan,nan,-4.79E+00,nan
8078,1237.93,nan,nan,-4.78E+00,nan
8080,1237.62,nan,nan,-4.77E+00,nan
8082,1237.32,nan,nan,-4.75E+00,nan
8084,1237.01,nan,nan,-4.74E+00,nan
8086,1236.71,nan,nan,-4.73E+00,nan
8088,1236.4,nan,nan,-4.71E+00,nan
8090,1236.09,nan,nan,-4.70E+00,nan
8092,1235.79,nan,nan,-4.69E+00,nan
8094,1235.48,nan,nan,-4.67E+00,nan
8096,1235.18,nan,nan,-4.66E+00,nan
8098,1234.87,nan,nan,-4.64E+00,nan
8100,1234.57,nan,nan,-4.62E+00,nan
8102,1234.26,nan,nan,-4.60E+00,nan
8104,1233.96,nan,nan,-4.59E+00,nan
8106,1233.65,nan,nan,-4.57E+00,nan
8108,1233.35,nan,nan,-4.55E+00,nan
8110,1233.05,nan,nan,-4.54E+00,nan
8112,1232.74,nan,nan,-4.52E+00,nan
8114,1232.44,nan,nan,-4.50E+00,nan
8116,1232.13,nan,nan,-4.49E+00,nan
8118,1231.83,nan,nan,-4.47E+00,nan
8120,1231.53,nan,nan,-4.46E+00,nan
8122,1231.22,nan,nan,-4.44E+00,nan
8124,1230.92,nan,nan,-4.43E+00,nan
8126,1230.62,nan,nan,-4.42E+00,nan
8128,1230.31,nan,nan,-4.40E+00,nan
8130,1230.01,nan,nan,-4.39E+00,nan
8132,1229.71,nan,nan,-4.38E+00,nan
8134,1229.41,nan,nan,-4.37E+00,nan
8136,1229.11,nan,nan,-4.36E+00,nan
8138,1228.8,nan,nan,-4.35E+00,nan
8140,1228.5,nan,nan,-4.35E+00,nan
8142,1228.2,nan,nan,-4.34E+00,nan
8144,1227.9,nan,nan,-4.33E+00,nan
8146,1227.6,nan,nan,-4.32E+00,nan
8148,1227.3,nan,nan,-4.31E+00,nan
8150,1226.99,nan,nan,-4.31E+00,nan
8152,1226.69,nan,nan,-4.30E+00,nan
8154,1226.39,nan,nan,-4.29E+00,nan
8156,1226.09,nan,nan,-4.27E+00,nan
8158,1225.79,nan,nan,-4.26E+00,nan
8160,1225.49,nan,nan,-4.25E+00,nan
8162,1225.19,nan,nan,-4.23E+00,nan
8164,1224.89,nan,nan,-4.22E+00,nan
8166,1224.59,nan,nan,-4.20E+00,nan
8168,1224.29,nan,nan,-4.18E+00,nan
8170,1223.99,nan,nan,-4.17E+00,nan
8172,1223.69,nan,nan,-4.15E+00,nan
8174,1223.39,nan,nan,-4.14E+00,nan
8176,1223.09,nan,nan,-4.12E+00,nan
8178,1222.79,nan,nan,-4.11E+00,nan
8180,1222.49,nan,nan,-4.10E+00,nan
8182,1222.2,nan,nan,-4.09E+00,nan
8184,1221.9,nan,nan,-4.07E+00,nan
8186,1221.6,nan,nan,-4.06E+00,nan
8188,1221.3,nan,nan,-4.05E+00,nan
8190,1221,nan,nan,-4.04E+00,nan
8192,1220.7,nan,nan,-4.03E+00,nan
8194,1220.41,nan,nan,-4.02E+00,nan
8196,1220.11,nan,nan,-4.01E+00,nan
8198,1219.81,nan,nan,-4.00E+00,nan
8200,1219.51,nan,nan,-3.99E+00,nan
8202,1219.21,nan,nan,-3.97E+00,nan
8204,1218.92,nan,nan,-3.96E+00,nan
8206,1218.62,nan,nan,-3.95E+00,nan
8208,1218.32,nan,nan,-3.94E+00,nan
8210,1218.03,nan,nan,-3.93E+00,nan
8212,1217.73,nan,nan,-3.92E+00,nan
8214,1217.43,nan,nan,-3.91E+00,nan
8216,1217.14,nan,nan,-3.90E+00,nan
8218,1216.84,nan,nan,-3.89E+00,nan
8220,1216.55,nan,nan,-3.88E+00,nan
8222,1216.25,nan,nan,-3.87E+00,nan
8224,1215.95,nan,nan,-3.86E+00,nan
8226,1215.66,nan,nan,-3.85E+00,nan
8228,1215.36,nan,nan,-3.83E+00,nan
8230,1215.07,nan,nan,-3.82E+00,nan
8232,1214.77,nan,nan,-3.81E+00,nan
8234,1214.48,nan,nan,-3.80E+00,nan
8236,1214.18,nan,nan,-3.79E+00,nan
8238,1213.89,nan,nan,-3.78E+00,nan
8240,1213.59,nan,nan,-3.77E+00,nan
8242,1213.3,nan,nan,-3.76E+00,nan
8244,1213,nan,nan,-3.75E+00,nan
8246,1212.71,nan,nan,-3.74E+00,nan
8248,1212.42,nan,nan,-3.73E+00,nan
8250,1212.12,nan,nan,-3.73E+00,nan
8252,1211.83,nan,nan,-3.72E+00,nan
8254,1211.53,nan,nan,-3.71E+00,nan
8256,1211.24,nan,nan,-3.70E+00,nan
8258,1210.95,nan,nan,-3.69E+00,nan
8260,1210.65,nan,nan,-3.68E+00,nan
8262,1210.36,nan,nan,-3.67E+00,nan
8264,1210.07,nan,nan,-3.66E+00,nan
8266,1209.77,nan,nan,-3.65E+00,nan
8268,1209.48,nan,nan,-3.64E+00,nan
8270,1209.19,nan,nan,-3.63E+00,nan
8272,1208.9,nan,nan,-3.61E+00,nan
8274,1208.61,nan,nan,-3.60E+00,nan
8276,1208.31,nan,nan,-3.59E+00,nan
8278,1208.02,nan,nan,-3.57E+00,nan
8280,1207.73,nan,nan,-3.56E+00,nan
8282,1207.44,nan,nan,-3.54E+00,nan
8284,1207.15,nan,nan,-3.53E+00,nan
8286,1206.85,nan,nan,-3.51E+00,nan
8288,1206.56,nan,nan,-3.50E+00,nan
8290,1206.27,nan,nan,-3.48E+00,nan
8292,1205.98,nan,nan,-3.47E+00,nan
8294,1205.69,nan,nan,-3.45E+00,nan
8296,1205.4,nan,nan,-3.43E+00,nan
8298,1205.11,nan,nan,-3.42E+00,nan
8300,1204.82,nan,nan,-3.41E+00,nan
8302,1204.53,nan,nan,-3.39E+00,nan
8304,1204.24,nan,nan,-3.38E+00,nan
8306,1203.95,nan,nan,-3.37E+00,nan
8308,1203.66,nan,nan,-3.36E+00,nan
8310,1203.37,nan,nan,-3.35E+00,nan
8312,1203.08,nan,nan,-3.35E+00,nan
8314,1202.79,nan,nan,-3.34E+00,nan
8316,1202.5,nan,nan,-3.33E+00,nan
8318,1202.21,nan,nan,-3.32E+00,nan
8320,1201.92,nan,nan,-3.31E+00,nan
8322,1201.63,nan,nan,-3.31E+00,nan
8324,1201.35,nan,nan,-3.30E+00,nan
8326,1201.06,nan,nan,-3.29E+00,nan
8328,1200.77,nan,nan,-3.28E+00,nan
8330,1200.48,nan,nan,-3.27E+00,nan
8332,1200.19,nan,nan,-3.26E+00,nan
8334,1199.9,nan,nan,-3.25E+00,nan
8336,1199.62,nan,nan,-3.24E+00,nan
8338,1199.33,nan,nan,-3.23E+00,nan
8340,1199.04,nan,nan,-3.22E+00,nan
8342,1198.75,nan,nan,-3.20E+00,nan
8344,1198.47,nan,nan,-3.19E+00,nan
8346,1198.18,nan,nan,-3.18E+00,nan
8348,1197.89,nan,nan,-3.17E+00,nan
8350,1197.6,nan,nan,-3.16E+00,nan
8352,1197.32,nan,nan,-3.15E+00,nan
8354,1197.03,nan,nan,-3.14E+00,nan
8356,1196.74,nan,nan,-3.14E+00,nan
8358,1196.46,nan,nan,-3.13E+00,nan
8360,1196.17,nan,nan,-3.12E+00,nan
8362,1195.89,nan,nan,-3.11E+00,nan
8364,1195.6,nan,nan,-3.11E+00,nan
8366,1195.31,nan,nan,-3.11E+00,nan
8368,1195.03,nan,nan,-3.10E+00,nan
8370,1194.74,nan,nan,-3.10E+00,nan
8372,1194.46,nan,nan,-3.10E+00,nan
8374,1194.17,nan,nan,-3.10E+00,nan
8376,1193.89,nan,nan,-3.10E+00,nan
8378,1193.6,nan,nan,-3.10E+00,nan
8380,1193.32,nan,nan,-3.10E+00,nan
8382,1193.03,nan,nan,-3.10E+00,nan
8384,1192.75,nan,nan,-3.10E+00,nan
8386,1192.46,nan,nan,-3.10E+00,nan
8388,1192.18,nan,nan,-3.10E+00,nan
8390,1191.9,nan,nan,-3.09E+00,nan
8392,1191.61,nan,nan,-3.09E+00,nan
8394,1191.33,nan,nan,-3.08E+00,nan
8396,1191.04,nan,nan,-3.08E+00,nan
8398,1190.76,nan,nan,-3.08E+00,nan
8400,1190.48,nan,nan,-3.07E+00,nan
8402,1190.19,nan,nan,-3.06E+00,nan
8404,1189.91,nan,nan,-3.05E+00,nan
8406,1189.63,nan,nan,-3.05E+00,nan
8408,1189.34,nan,nan,-3.04E+00,nan
8410,1189.06,nan,nan,-3.03E+00,nan
8412,1188.78,nan,nan,-3.02E+00,nan
8414,1188.5,nan,nan,-3.01E+00,nan
8416,1188.21,nan,nan,-3.00E+00,nan
8418,1187.93,nan,nan,-2.99E+00,nan
8420,1187.65,nan,nan,-2.98E+00,nan
8422,1187.37,nan,nan,-2.97E+00,nan
8424,1187.08,nan,nan,-2.96E+00,nan
8426,1186.8,nan,nan,-2.95E+00,nan
8428,1186.52,nan,nan,-2.94E+00,nan
8430,1186.24,nan,nan,-2.94E+00,nan
8432,1185.96,nan,nan,-2.93E+00,nan
8434,1185.68,nan,nan,-2.93E+00,nan
8436,1185.4,nan,nan,-2.92E+00,nan
8438,1185.11,nan,nan,-2.92E+00,nan
8440,1184.83,nan,nan,-2.91E+00,nan
8442,1184.55,nan,nan,-2.91E+00,nan
8444,1184.27,nan,nan,-2.91E+00,nan
8446,1183.99,nan,nan,-2.91E+00,nan
8448,1183.71,nan,nan,-2.91E+00,nan
8450,1183.43,nan,nan,-2.91E+00,nan
8452,1183.15,nan,nan,-2.91E+00,nan
8454,1182.87,nan,nan,-2.91E+00,nan
8456,1182.59,nan,nan,-2.91E+00,nan
8458,1182.31,nan,nan,-2.91E+00,nan
8460,1182.03,nan,nan,-2.91E+00,nan
8462,1181.75,nan,nan,-2.91E+00,nan
8464,1181.47,nan,nan,-2.91E+00,nan
8466,1181.2,nan,nan,-2.91E+00,nan
8468,1180.92,nan,nan,-2.91E+00,nan
8470,1180.64,nan,nan,-2.91E+00,nan
8472,1180.36,nan,nan,-2.91E+00,nan
8474,1180.08,nan,nan,-2.91E+00,nan
8476,1179.8,nan,nan,-2.91E+00,nan
8478,1179.52,nan,nan,-2.91E+00,nan
8480,1179.25,nan,nan,-2.91E+00,nan
8482,1178.97,nan,nan,-2.91E+00,nan
8484,1178.69,nan,nan,-2.92E+00,nan
8486,1178.41,nan,nan,-2.91E+00,nan
8488,1178.13,nan,nan,-2.91E+00,nan
8490,1177.86,nan,nan,-2.91E+00,nan
8492,1177.58,nan,nan,-2.91E+00,nan
8494,1177.3,nan,nan,-2.90E+00,nan
8496,1177.02,nan,nan,-2.90E+00,nan
8498,1176.75,nan,nan,-2.89E+00,nan
8500,1176.47,nan,nan,-2.89E+00,nan
8502,1176.19,nan,nan,-2.88E+00,nan
8504,1175.92,nan,nan,-2.88E+00,nan
8506,1175.64,nan,nan,-2.88E+00,nan
8508,1175.36,nan,nan,-2.87E+00,nan
8510,1175.09,nan,nan,-2.87E+00,nan
8512,1174.81,nan,nan,-2.86E+00,nan
8514,1174.54,nan,nan,-2.86E+00,nan
8516,1174.26,nan,nan,-2.86E+00,nan
8518,1173.98,nan,nan,-2.86E+00,nan
8520,1173.71,nan,nan,-2.86E+00,nan
8522,1173.43,nan,nan,-2.85E+00,nan
8524,1173.16,nan,nan,-2.85E+00,nan
8526,1172.88,nan,nan,-2.85E+00,nan
8528,1172.61,nan,nan,-2.85E+00,nan
8530,1172.33,nan,nan,-2.85E+00,nan
8532,1172.06,nan,nan,-2.84E+00,nan
8534,1171.78,nan,nan,-2.84E+00,nan
8536,1171.51,nan,nan,-2.84E+00,nan
8538,1171.23,nan,nan,-2.84E+00,nan
8540,1170.96,nan,nan,-2.83E+00,nan
8542,1170.69,nan,nan,-2.83E+00,nan
8544,1170.41,nan,nan,-2.82E+00,nan
8546,1170.14,nan,nan,-2.82E+00,nan
8548,1169.86,nan,nan,-2.81E+00,nan
8550,1169.59,nan,nan,-2.81E+00,nan
8552,1169.32,nan,nan,-2.80E+00,nan
8554,1169.04,nan,nan,-2.80E+00,nan
8556,1168.77,nan,nan,-2.79E+00,nan
8558,1168.5,nan,nan,-2.79E+00,nan
8560,1168.22,nan,nan,-2.79E+00,nan
8562,1167.95,nan,nan,-2.79E+00,nan
8564,1167.68,nan,nan,-2.79E+00,nan
8566,1167.41,nan,nan,-2.79E+00,nan
8568,1167.13,nan,nan,-2.79E+00,nan
8570,1166.86,nan,nan,-2.80E+00,nan
8572,1166.59,nan,nan,-2.80E+00,nan
8574,1166.32,nan,nan,-2.80E+00,nan
8576,1166.04,nan,nan,-2.81E+00,nan
8578,1165.77,nan,nan,-2.81E+00,nan
8580,1165.5,nan,nan,-2.81E+00,nan
8582,1165.23,nan,nan,-2.82E+00,nan
8584,1164.96,nan,nan,-2.82E+00,nan
8586,1164.69,nan,nan,-2.83E+00,nan
8588,1164.42,nan,nan,-2.83E+00,nan
8590,1164.14,nan,nan,-2.83E+00,nan
8592,1163.87,nan,nan,-2.84E+00,nan
8594,1163.6,nan,nan,-2.84E+00,nan
8596,1163.33,nan,nan,-2.84E+00,nan
8598,1163.06,nan,nan,-2.84E+00,nan
8600,1162.79,nan,nan,-2.84E+00,nan
8602,1162.52,nan,nan,-2.84E+00,nan
8604,1162.25,nan,nan,-2.84E+00,nan
8606,1161.98,nan,nan,-2.84E+00,nan
8608,1161.71,nan,nan,-2.84E+00,nan
8610,1161.44,nan,nan,-2.84E+00,nan
8612,1161.17,nan,nan,-2.83E+00,nan
8614,1160.9,nan,nan,-2.83E+00,nan
8616,1160.63,nan,nan,-2.82E+00,nan
8618,1160.36,nan,nan,-2.82E+00,nan
8620,1160.09,nan,nan,-2.82E+00,nan
8622,1159.82,nan,nan,-2.81E+00,nan
8624,1159.55,nan,nan,-2.81E+00,nan
8626,1159.29,nan,nan,-2.80E+00,nan
8628,1159.02,nan,nan,-2.80E+00,nan
8630,1158.75,nan,nan,-2.80E+00,nan
8632,1158.48,nan,nan,-2.80E+00,nan
8634,1158.21,nan,nan,-2.79E+00,nan
8636,1157.94,nan,nan,-2.79E+00,nan
8638,1157.68,nan,nan,-2.79E+00,nan
8640,1157.41,nan,nan,-2.79E+00,nan
8642,1157.14,nan,nan,-2.79E+00,nan
8644,1156.87,nan,nan,-2.80E+00,nan
8646,1156.6,nan,nan,-2.80E+00,nan
8648,1156.34,nan,nan,-2.80E+00,nan
8650,1156.07,nan,nan,-2.80E+00,nan
8652,1155.8,nan,nan,-2.81E+00,nan
8654,1155.54,nan,nan,-2.81E+00,nan
8656,1155.27,nan,nan,-2.82E+00,nan
8658,1155,nan,nan,-2.82E+00,nan
8660,1154.73,nan,nan,-2.83E+00,nan
8662,1154.47,nan,nan,-2.83E+00,nan
8664,1154.2,nan,nan,-2.84E+00,nan
8666,1153.93,nan,nan,-2.84E+00,nan
8668,1153.67,nan,nan,-2.85E+00,nan
8670,1153.4,nan,nan,-2.85E+00,nan
8672,1153.14,nan,nan,-2.86E+00,nan
8674,1152.87,nan,nan,-2.86E+00,nan
8676,1152.6,nan,nan,-2.86E+00,nan
8678,1152.34,nan,nan,-2.86E+00,nan
8680,1152.07,nan,nan,-2.87E+00,nan
8682,1151.81,nan,nan,-2.87E+00,nan
8684,1151.54,nan,nan,-2.87E+00,nan
8686,1151.28,nan,nan,-2.87E+00,nan
8688,1151.01,nan,nan,-2.87E+00,nan
8690,1150.75,nan,nan,-2.87E+00,nan
8692,1150.48,nan,nan,-2.87E+00,nan
8694,1150.22,nan,nan,-2.86E+00,nan
8696,1149.95,nan,nan,-2.86E+00,nan
8698,1149.69,nan,nan,-2.86E+00,nan
8700,1149.43,nan,nan,-2.85E+00,nan
8702,1149.16,nan,nan,-2.85E+00,nan
8704,1148.9,nan,nan,-2.84E+00,nan
8706,1148.63,nan,nan,-2.84E+00,nan
8708,1148.37,nan,nan,-2.84E+00,nan
8710,1148.11,nan,nan,-2.84E+00,nan
8712,1147.84,nan,nan,-2.84E+00,nan
8714,1147.58,nan,nan,-2.84E+00,nan
8716,1147.32,nan,nan,-2.84E+00,nan
8718,1147.05,nan,nan,-2.84E+00,nan
8720,1146.79,nan,nan,-2.85E+00,nan
8722,1146.53,nan,nan,-2.85E+00,nan
8724,1146.26,nan,nan,-2.85E+00,nan
8726,1146,nan,nan,-2.85E+00,nan
8728,1145.74,nan,nan,-2.86E+00,nan
8730,1145.48,nan,nan,-2.86E+00,nan
8732,1145.21,nan,nan,-2.86E+00,nan
8734,1144.95,nan,nan,-2.85E+00,nan
8736,1144.69,nan,nan,-2.85E+00,nan
8738,1144.43,nan,nan,-2.85E+00,nan
8740,1144.16,nan,nan,-2.85E+00,nan
8742,1143.9,nan,nan,-2.85E+00,nan
8744,1143.64,nan,nan,-2.84E+00,nan
8746,1143.38,nan,nan,-2.83E+00,nan
8748,1143.12,nan,nan,-2.83E+00,nan
8750,1142.86,nan,nan,-2.83E+00,nan
8752,1142.6,nan,nan,-2.82E+00,nan
8754,1142.33,nan,nan,-2.82E+00,nan
8756,1142.07,nan,nan,-2.81E+00,nan
8758,1141.81,nan,nan,-2.81E+00,nan
8760,1141.55,nan,nan,-2.81E+00,nan
8762,1141.29,nan,nan,-2.81E+00,nan
8764,1141.03,nan,nan,-2.81E+00,nan
8766,1140.77,nan,nan,-2.81E+00,nan
8768,1140.51,nan,nan,-2.80E+00,nan
8770,1140.25,nan,nan,-2.81E+00,nan
8772,1139.99,nan,nan,-2.81E+00,nan
8774,1139.73,nan,nan,-2.81E+00,nan
8776,1139.47,nan,nan,-2.81E+00,nan
8778,1139.21,nan,nan,-2.81E+00,nan
8780,1138.95,nan,nan,-2.81E+00,nan
8782,1138.69,nan,nan,-2.81E+00,nan
8784,1138.43,nan,nan,-2.81E+00,nan
8786,1138.17,nan,nan,-2.82E+00,nan
8788,1137.92,nan,nan,-2.82E+00,nan
8790,1137.66,nan,nan,-2.82E+00,nan
8792,1137.4,nan,nan,-2.82E+00,nan
8794,1137.14,nan,nan,-2.82E+00,nan
8796,1136.88,nan,nan,-2.82E+00,nan
8798,1136.62,nan,nan,-2.82E+00,nan
8800,1136.36,nan,nan,-2.82E+00,nan
8802,1136.11,nan,nan,-2.82E+00,nan
8804,1135.85,nan,nan,-2.82E+00,nan
8806,1135.59,nan,nan,-2.82E+00,nan
8808,1135.33,nan,nan,-2.82E+00,nan
8810,1135.07,nan,nan,-2.82E+00,nan
8812,1134.82,nan,nan,-2.82E+00,nan
8814,1134.56,nan,nan,-2.82E+00,nan
8816,1134.3,nan,nan,-2.82E+00,nan
8818,1134.04,nan,nan,-2.82E+00,nan
8820,1133.79,nan,nan,-2.82E+00,nan
8822,1133.53,nan,nan,-2.82E+00,nan
8824,1133.27,nan,nan,-2.82E+00,nan
8826,1133.02,nan,nan,-2.83E+00,nan
8828,1132.76,nan,nan,-2.83E+00,nan
8830,1132.5,nan,nan,-2.83E+00,nan
8832,1132.25,nan,nan,-2.84E+00,nan
8834,1131.99,nan,nan,-2.84E+00,nan
8836,1131.73,nan,nan,-2.85E+00,nan
8838,1131.48,nan,nan,-2.85E+00,nan
